DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte,Description,Tests-1,Errors-1,Mean_Test_Time_(ms)-1,Test_Time_Standard_Deviation_(ms)-1,TPS-1,Mean_response_length-1,Response_bytes_per_second-1,Response_errors-1,Mean_time_to_resolve_host-1,Mean_time_to_establish_connection-1,Mean_time_to_first_byte-1,Description,Tests-2,Errors-2,Mean_Test_Time_(ms)-2,Test_Time_Standard_Deviation_(ms)-2,TPS-2,Mean_response_length-2,Response_bytes_per_second-2,Response_errors-2,Mean_time_to_resolve_host-2,Mean_time_to_establish_connection-2,Mean_time_to_first_byte-2
2025-08-28 22:23:25,50,85,0,485.259,65.011,42.5,277.976,11814,10,26.941,28.247,260.035,POST /api/register,50,0,469.58,73.146,25,0,0,0,0,0,0,POST /api/login,50,0,469,73.315,25,472.56,11814,10,45.8,48.02,442.06
2025-08-28 22:23:27,50,0,0,0,0,0,0,0,0,0,0,0,POST /api/register,0,0,0,0,0,0,0,0,0,0,0,POST /api/login,0,0,0,0,0,0,0,0,0,0,0
2025-08-28 22:23:29,50,0,0,0,0,0,0,0,0,0,0,0,POST /api/register,0,0,0,0,0,0,0,0,0,0,0,POST /api/login,0,0,0,0,0,0,0,0,0,0,0
2025-08-28 22:23:31,50,0,0,0,0,0,0,0,0,0,0,0,POST /api/register,0,0,0,0,0,0,0,0,0,0,0,POST /api/login,0,0,0,0,0,0,0,0,0,0,0
2025-08-28 22:23:33,50,37,0,28.27,9.126,18.5,476.297,8811.5,7,0.054,1.27,28,POST /api/register,37,0,28.324,9.088,18.5,0,0,0,0,0,0,POST /api/login,37,0,28.27,9.126,18.5,476.297,8811.5,7,0.054,1.27,28
2025-08-28 22:23:35,50,13,0,27.154,10.197,6.5,461.923,3002.5,3,0.231,1.308,26.615,POST /api/register,13,0,27.231,10.214,6.5,0,0,0,0,0,0,POST /api/login,13,0,27.154,10.197,6.5,461.923,3002.5,3,0.231,1.308,26.615
2025-08-28 22:23:37,50,0,0,0,0,0,0,0,0,0,0,0,POST /api/register,0,0,0,0,0,0,0,0,0,0,0,POST /api/login,0,0,0,0,0,0,0,0,0,0,0
2025-08-28 22:23:39,50,0,0,0,0,0,0,0,0,0,0,0,POST /api/register,0,0,0,0,0,0,0,0,0,0,0,POST /api/login,0,0,0,0,0,0,0,0,0,0,0
2025-08-28 22:23:41,50,1,0,32,0,0.5,544,272,0,0,2,32,POST /api/register,1,0,32,0,0.5,0,0,0,0,0,0,POST /api/login,1,0,32,0,0.5,544,272,0,0,2,32
2025-08-28 22:23:43,50,35,0,25.457,9.851,17.5,452.2,7913.5,9,0.086,1.286,25.057,POST /api/register,35,0,25.486,9.805,17.5,0,0,0,0,0,0,POST /api/login,35,0,25.457,9.851,17.5,452.2,7913.5,9,0.086,1.286,25.057
2025-08-28 22:23:45,50,35,0,33.6,15.893,17.5,462.571,8095,8,0.114,1.229,33.4,POST /api/register,35,0,33.714,15.814,17.5,0,0,0,0,0,0,POST /api/login,35,0,33.6,15.893,17.5,462.571,8095,8,0.114,1.229,33.4
2025-08-28 22:23:47,50,80,0,53.05,27.342,40,485.825,19433,13,0.113,1.2,52.888,POST /api/register,80,0,53.05,27.342,40,0,0,0,0,0,0,POST /api/login,80,0,53.05,27.342,40,485.825,19433,13,0.113,1.2,52.888
2025-08-28 22:23:49,50,99,0,48.091,22.806,49.5,471.848,23356.5,20,0.101,1.131,47.899,POST /api/register,99,0,48.192,22.816,49.5,0,0,0,0,0,0,POST /api/login,99,0,48.091,22.806,49.5,471.848,23356.5,20,0.101,1.131,47.899
2025-08-28 22:23:51,50,102,0,56.363,33.909,51,473.951,24171.5,20,0.088,1.127,56.127,POST /api/register,102,0,56.402,33.927,51,0,0,0,0,0,0,POST /api/login,102,0,56.363,33.909,51,473.951,24171.5,20,0.088,1.127,56.127
2025-08-28 22:23:53,50,125,0,68.528,32.296,62.5,469.688,29355.5,26,0.088,1.016,68.352,POST /api/register,125,0,68.536,32.284,62.5,0,0,0,0,0,0,POST /api/login,125,0,68.528,32.296,62.5,469.688,29355.5,26,0.088,1.016,68.352
2025-08-28 22:23:55,50,123,0,56.065,32.486,61.5,474.325,29171,24,0.041,0.984,55.902,POST /api/register,123,0,56.081,32.493,61.5,0,0,0,0,0,0,POST /api/login,123,0,56.065,32.486,61.5,474.325,29171,24,0.041,0.984,55.902
2025-08-28 22:23:57,50,129,0,63.403,35.861,64.5,469.233,30265.5,27,0.085,1.109,63.256,POST /api/register,129,0,63.426,35.866,64.5,0,0,0,0,0,0,POST /api/login,129,0,63.403,35.861,64.5,469.233,30265.5,27,0.085,1.109,63.256
2025-08-28 22:23:59,50,129,0,64.333,35.981,64.5,477.527,30800.5,24,0.039,0.969,64.233,POST /api/register,129,0,64.364,35.976,64.5,0,0,0,0,0,0,POST /api/login,129,0,64.333,35.981,64.5,477.527,30800.5,24,0.039,0.969,64.233
2025-08-28 22:24:01,50,144,0,78.424,42.027,72,469.611,33812,30,0.021,0.986,78.333,POST /api/register,144,0,78.424,42.027,72,0,0,0,0,0,0,POST /api/login,144,0,78.424,42.027,72,469.611,33812,30,0.021,0.986,78.333
2025-08-28 22:24:03,50,154,0,76.883,39.28,77,467.5,35997.5,33,0.019,0.948,76.779,POST /api/register,154,0,76.896,39.28,77,0,0,0,0,0,0,POST /api/login,154,0,76.883,39.28,77,467.5,35997.5,33,0.019,0.948,76.779
2025-08-28 22:24:05,50,184,0,92.402,41.473,92,477.946,43971,34,0.022,0.951,92.321,POST /api/register,184,0,92.413,41.474,92,0,0,0,0,0,0,POST /api/login,184,0,92.402,41.473,92,477.946,43971,34,0.022,0.951,92.321
2025-08-28 22:24:07,50,160,0,122.919,57.228,80,472.569,37805.5,32,0.031,1.156,122.763,POST /api/register,160,0,122.925,57.219,80,0,0,0,0,0,0,POST /api/login,160,0,122.919,57.228,80,472.569,37805.5,32,0.031,1.156,122.763
2025-08-28 22:24:09,50,183,0,118.683,52.192,91.5,469.836,42990,38,0.016,0.934,118.617,POST /api/register,183,0,118.694,52.191,91.5,0,0,0,0,0,0,POST /api/login,183,0,118.683,52.192,91.5,469.836,42990,38,0.016,0.934,118.617
2025-08-28 22:24:11,50,174,0,127.879,52.843,87,476.236,41432.5,33,0.04,0.966,127.77,POST /api/register,174,0,127.891,52.844,87,0,0,0,0,0,0,POST /api/login,174,0,127.879,52.843,87,476.236,41432.5,33,0.04,0.966,127.77
2025-08-28 22:24:13,50,197,0,125.497,46.834,98.5,471.487,46441.5,40,0.041,1,125.376,POST /api/register,197,0,125.508,46.838,98.5,0,0,0,0,0,0,POST /api/login,197,0,125.497,46.834,98.5,471.487,46441.5,40,0.041,1,125.376
2025-08-28 22:24:15,50,206,0,152.684,52.916,103,471.175,48531,42,0.015,1.141,152.592,POST /api/register,206,0,152.694,52.918,103,0,0,0,0,0,0,POST /api/login,206,0,152.684,52.916,103,471.175,48531,42,0.015,1.141,152.592
2025-08-28 22:24:17,50,217,0,144.323,48.349,108.5,473.189,51341,43,0.018,0.977,144.23,POST /api/register,217,0,144.327,48.348,108.5,0,0,0,0,0,0,POST /api/login,217,0,144.323,48.349,108.5,473.189,51341,43,0.018,0.977,144.23
2025-08-28 22:24:19,50,225,0,164.258,55.558,112.5,472.587,53166,45,0.022,1.138,164.138,POST /api/register,225,0,164.262,55.562,112.5,0,0,0,0,0,0,POST /api/login,225,0,164.258,55.558,112.5,472.587,53166,45,0.022,1.138,164.138
2025-08-28 22:24:21,50,222,0,153.365,44.84,111,471.617,52349.5,45,0.023,0.995,153.279,POST /api/register,222,0,153.378,44.835,111,0,0,0,0,0,0,POST /api/login,222,0,153.365,44.84,111,471.617,52349.5,45,0.023,0.995,153.279
